Mark Sequence Malloc     Size       Addr Line File
  32    44105 new        1032 0x01747068   37 upport\building\buildingobj.cpp
  32    44106 new         168 0x017474F0  665 Support\Building\BldManager.cpp
  32    44107 new       14776 0x012ED908  253 port\building\bldfilesystem.hpp
  32    44109 new         144 0x01747618   64 upport\building\bldinstance.cpp
  33    44110 ------ -------- ---------- ---- ----BUILDING
  33    44111 new        1032 0x01747730   37 upport\building\buildingobj.cpp
  33    44112 new         144 0x017E1230   64 upport\building\bldinstance.cpp
  34    44113 ------ -------- ---------- ---- ----BUILDING
  34    44114 new        1032 0x017E1348   37 upport\building\buildingobj.cpp
  34    44115 new         144 0x017E17D0   64 upport\building\bldinstance.cpp
  35    44116 ------ -------- ---------- ---- ----BUILDING
  35    44117 new        1032 0x017E18E8   37 upport\building\buildingobj.cpp
  35    44118 new         144 0x017E1D70   64 upport\building\bldinstance.cpp
  36    44119 ------ -------- ---------- ---- ----BUILDING
  36    44120 new        1032 0x0131E068   37 upport\building\buildingobj.cpp
  36    44121 new        5456 0x012F1340   64 upport\building\bldinstance.cpp
  37    44122 ------ -------- ---------- ---- ----BUILDING
  37    44123 new        1032 0x0131E4F0   37 upport\building\buildingobj.cpp
  37    44124 new        1024 0x0131E978   64 upport\building\bldinstance.cpp
  38    44125 ------ -------- ---------- ---- ----SCENERY
  38    44126 new         620 0x01770758  153 pport\objects\scenic\scenic.cpp
  39    44127 ------ -------- ---------- ---- ----SCENERY
  39    44128 new         620 0x01770A40  153 pport\objects\scenic\scenic.cpp
  40    44129 ------ -------- ---------- ---- ----SCENERY
  40    44130 new         620 0x01770D28  153 pport\objects\scenic\scenic.cpp
  41    44131 ------ -------- ---------- ---- ----SCENERY
  41    44132 new         620 0x01771010  153 pport\objects\scenic\scenic.cpp
  42    44133 ------ -------- ---------- ---- ----SCENERY
  42    44134 new         620 0x017712F8  153 pport\objects\scenic\scenic.cpp
  43    44135 ------ -------- ---------- ---- ----SCENERY
  43    44136 new         620 0x0125FD70  153 pport\objects\scenic\scenic.cpp
  44    44137 ------ -------- ---------- ---- ----SCENERY
  44    44138 new         620 0x01260058  153 pport\objects\scenic\scenic.cpp
  45    44139 ------ -------- ---------- ---- ----SCENERY
  45    44140 new         620 0x01260340  153 pport\objects\scenic\scenic.cpp
  46    44141 ------ -------- ---------- ---- ----SCENERY
  46    44142 new         620 0x01260628  153 pport\objects\scenic\scenic.cpp
  47    44143 ------ -------- ---------- ---- ----SCENERY
  47    44144 new         620 0x01260910  153 pport\objects\scenic\scenic.cpp
  48    44145 ------ -------- ---------- ---- ----SCENERY
  48    44146 new         620 0x01260BF8  153 pport\objects\scenic\scenic.cpp
  49    44147 ------ -------- ---------- ---- ----SCENERY
  49    44148 new         620 0x012F2918  153 pport\objects\scenic\scenic.cpp
  50    44149 ------ -------- ---------- ---- ----SCENERY
  50    44150 new         620 0x012F2C00  153 pport\objects\scenic\scenic.cpp
  51    44151 ------ -------- ---------- ---- ----SCENERY
  51    44152 new         620 0x012F2EE8  153 pport\objects\scenic\scenic.cpp
  52    44153 ------ -------- ---------- ---- ----SCENERY
  52    44154 new         620 0x012F31D0  153 pport\objects\scenic\scenic.cpp
  53    44155 ------ -------- ---------- ---- ----SCENERY
  53    44156 new         620 0x012F34B8  153 pport\objects\scenic\scenic.cpp
  54    44157 ------ -------- ---------- ---- ----SCENERY
  54    44158 new         620 0x012F37A0  153 pport\objects\scenic\scenic.cpp
  55    44159 ------ -------- ---------- ---- ----SCENERY
  55    44160 new         620 0x012F3A88  153 pport\objects\scenic\scenic.cpp
  56    44161 ------ -------- ---------- ---- ----SCENERY
  56    44162 new         620 0x012F3D70  153 pport\objects\scenic\scenic.cpp
  57    44163 ------ -------- ---------- ---- ----SCENERY
  57    44164 new         620 0x012F4058  153 pport\objects\scenic\scenic.cpp
  58    44165 ------ -------- ---------- ---- ----SCENERY
  58    44166 new         620 0x012F4340  153 pport\objects\scenic\scenic.cpp
  59    44167 ------ -------- ---------- ---- ----SCENERY
  59    44168 new         620 0x012F4628  153 pport\objects\scenic\scenic.cpp
  60    44169 ------ -------- ---------- ---- ----SCENERY
  60    44170 new         620 0x012F4910  153 pport\objects\scenic\scenic.cpp
  61    44171 ------ -------- ---------- ---- ----SCENERY
  61    44172 new         620 0x012F4BF8  153 pport\objects\scenic\scenic.cpp
  62    44173 ------ -------- ---------- ---- ----SCENERY
  62    44174 new         620 0x01263058  153 pport\objects\scenic\scenic.cpp
  63    44175 ------ -------- ---------- ---- ----SCENERY
  63    44176 new         620 0x01263340  153 pport\objects\scenic\scenic.cpp
  64    44177 ------ -------- ---------- ---- ----SCENERY
  64    44178 new         620 0x01263628  153 pport\objects\scenic\scenic.cpp
  65    44179 ------ -------- ---------- ---- ----SCENERY
  65    44180 new         620 0x01263910  153 pport\objects\scenic\scenic.cpp
  66    44181 ------ -------- ---------- ---- ----SCENERY
  66    44182 new         620 0x01263BF8  153 pport\objects\scenic\scenic.cpp
  67    44183 ------ -------- ---------- ---- ----SCENERY
  67    44184 new         620 0x012F4EE0  153 pport\objects\scenic\scenic.cpp
  68    44185 ------ -------- ---------- ---- ----SCENERY
  68    44186 new         620 0x012F51C8  153 pport\objects\scenic\scenic.cpp
  69    44187 ------ -------- ---------- ---- ----SCENERY
  69    44188 new         620 0x012F54B0  153 pport\objects\scenic\scenic.cpp
  70    44189 ------ -------- ---------- ---- ----SCENERY
  70    44190 new         620 0x012F5798  153 pport\objects\scenic\scenic.cpp
  71    44191 ------ -------- ---------- ---- ----SCENERY
  71    44192 new         620 0x012F5A80  153 pport\objects\scenic\scenic.cpp
  72    44193 ------ -------- ---------- ---- ----GENERATOR
  72    44194 new        1244 0x012F5D68   51 jects\projectiles\generator.cpp
  73    44195 ------ -------- ---------- ---- ----GENERATOR
  73    44196 new        1244 0x012F62C0   51 jects\projectiles\generator.cpp
  74    44197 ------ -------- ---------- ---- ----GENERATOR
  74    44198 new        1244 0x012F6818   51 jects\projectiles\generator.cpp
  75    44199 ------ -------- ---------- ---- ----GENERATOR
  75    44200 new        1244 0x012F6D70   51 jects\projectiles\generator.cpp
  76    44201 ------ -------- ---------- ---- ----INVEN
  76    44202 new        1348 0x012F72C8  106 objects\projectiles\station.cpp
  77    44203 ------ -------- ---------- ---- ----INVEN
  77    44204 new        1348 0x012F7890  106 objects\projectiles\station.cpp
  78    44205 ------ -------- ---------- ---- ----INVEN
  78    44206 new        1348 0x012F7E58  106 objects\projectiles\station.cpp
  79    44207 ------ -------- ---------- ---- ----INVEN
  79    44208 new        1348 0x012F8420  106 objects\projectiles\station.cpp
  80    44209 ------ -------- ---------- ---- ----TURRET
  80    44210 new        1884 0x012F89E8  360 \objects\projectiles\turret.cpp
  81    44211 ------ -------- ---------- ---- ----TURRET
  81    44212 new        1884 0x012F91C0  360 \objects\projectiles\turret.cpp
  82    44213 ------ -------- ---------- ---- ----TURRET
  82    44214 new        1884 0x012F9998  360 \objects\projectiles\turret.cpp
  83    44215 ------ -------- ---------- ---- ----TURRET
  83    44216 new        1884 0x012FA170  360 \objects\projectiles\turret.cpp
  84    44217 ------ -------- ---------- ---- ----TURRET
  84    44218 new        1884 0x012FA948  360 \objects\projectiles\turret.cpp
  85    44219 ------ -------- ---------- ---- ----TURRET
  85    44220 new        1884 0x012FB120  360 \objects\projectiles\turret.cpp
  86    44221 ------ -------- ---------- ---- ----SENSOR
  86    44222 new        1252 0x012FB8F8   82 \objects\projectiles\sensor.cpp
  87    44223 ------ -------- ---------- ---- ----SENSOR
  87    44224 new        1252 0x012FBE60   82 \objects\projectiles\sensor.cpp
  95    44232 ------ -------- ---------- ---- ----PICKUP
  95    44233 new         632 0x012FC3C8  358 ort\objects\pickups\pickups.cpp
  96    44234 ------ -------- ---------- ---- ----PICKUP
  96    44235 new         632 0x012FC6C0  358 ort\objects\pickups\pickups.cpp
  97    44236 ------ -------- ---------- ---- ----Done Loading Mission
  97    44237 new       12096 0x01259C38   70 ort\objects\bot\mai_manager.cpp
  97    44238 new       12096 0x012FC9B8   70 ort\objects\bot\mai_manager.cpp
==== ======== ====== ======== ========== ==== ================================
Mark Sequence Malloc     Size       Addr Line File



Mark   Allocs                 TotalBytes      Comment
==== ========                 ==========      ================================
   0       11 ...... ........    4223166 .... Default 1st Mark
   1        4 ...... ........     149452 .... Begin - InitPermSystems
   2        0 ...... ........          0 .... End   - InitPermSystems
   3        0 ...... ........          0 .... Begin - LoadPermanentData
   4        0 ...... ........          0 .... Effects&Music
   5        5 ...... ........       7692 .... Particles
   6      282 ...... ........    4612656 .... GameShapes
   7        0 ...... ........          0 .... Projectiles
   8        1 ...... ........          1 .... UI
   9        1 ...... ........          1 .... HUD
  10        4 ...... ........      24398 .... StringTable
  11        0 ...... ........          0 .... Player::SetupViewAndWeaponL
  12        3 ...... ........    4591452 .... End   - LoadPermanentData
  13        0 ...... ........          0 .... Begin - InitMissionSystems
  14        0 ...... ........          0 .... End   - InitMissionSystems
  15        7 ...... ........      56134 .... Begin Loading Mission
  16        0 ...... ........          0 .... MISSION
  17        0 ...... ........          0 .... MUSIC
  18       42 ...... ........     249408 .... ENVIRONMENT
  19        0 ...... ........          0 .... SUN
  20        0 ...... ........          0 .... FOG
  21        0 ...... ........          0 .... SKY
  22        0 ...... ........          0 .... CAMERA
  23        0 ...... ........          0 .... CAMERA
  24        0 ...... ........          0 .... CAMERA
  25        0 ...... ........          0 .... CAMERA
  26        0 ...... ........          0 .... CAMERA
  27        0 ...... ........          0 .... BOUNDS
  28        1 ...... ........     383328 .... TERRAIN
  29        0 ...... ........          0 .... EMPTYSQUARES
  30        4 ...... ........     612536 .... BUILDING
  31        4 ...... ........     154456 .... BUILDING
  32        4 ...... ........      16120 .... BUILDING
  33        2 ...... ........       1176 .... BUILDING
  34        2 ...... ........       1176 .... BUILDING
  35        2 ...... ........       1176 .... BUILDING
  36        2 ...... ........       6488 .... BUILDING
  37        2 ...... ........       2056 .... BUILDING
  38        1 ...... ........        620 .... SCENERY
  39        1 ...... ........        620 .... SCENERY
  40        1 ...... ........        620 .... SCENERY
  41        1 ...... ........        620 .... SCENERY
  42        1 ...... ........        620 .... SCENERY
  43        1 ...... ........        620 .... SCENERY
  44        1 ...... ........        620 .... SCENERY
  45        1 ...... ........        620 .... SCENERY
  46        1 ...... ........        620 .... SCENERY
  47        1 ...... ........        620 .... SCENERY
  48        1 ...... ........        620 .... SCENERY
  49        1 ...... ........        620 .... SCENERY
  50        1 ...... ........        620 .... SCENERY
  51        1 ...... ........        620 .... SCENERY
  52        1 ...... ........        620 .... SCENERY
  53        1 ...... ........        620 .... SCENERY
  54        1 ...... ........        620 .... SCENERY
  55        1 ...... ........        620 .... SCENERY
  56        1 ...... ........        620 .... SCENERY
  57        1 ...... ........        620 .... SCENERY
  58        1 ...... ........        620 .... SCENERY
  59        1 ...... ........        620 .... SCENERY
  60        1 ...... ........        620 .... SCENERY
  61        1 ...... ........        620 .... SCENERY
  62        1 ...... ........        620 .... SCENERY
  63        1 ...... ........        620 .... SCENERY
  64        1 ...... ........        620 .... SCENERY
  65        1 ...... ........        620 .... SCENERY
  66        1 ...... ........        620 .... SCENERY
  67        1 ...... ........        620 .... SCENERY
  68        1 ...... ........        620 .... SCENERY
  69        1 ...... ........        620 .... SCENERY
  70        1 ...... ........        620 .... SCENERY
  71        1 ...... ........        620 .... SCENERY
  72        1 ...... ........       1244 .... GENERATOR
  73        1 ...... ........       1244 .... GENERATOR
  74        1 ...... ........       1244 .... GENERATOR
  75        1 ...... ........       1244 .... GENERATOR
  76        1 ...... ........       1348 .... INVEN
  77        1 ...... ........       1348 .... INVEN
  78        1 ...... ........       1348 .... INVEN
  79        1 ...... ........       1348 .... INVEN
  80        1 ...... ........       1884 .... TURRET
  81        1 ...... ........       1884 .... TURRET
  82        1 ...... ........       1884 .... TURRET
  83        1 ...... ........       1884 .... TURRET
  84        1 ...... ........       1884 .... TURRET
  85        1 ...... ........       1884 .... TURRET
  86        1 ...... ........       1252 .... SENSOR
  87        1 ...... ........       1252 .... SENSOR
  88        0 ...... ........          0 .... WATERMARK
  89        0 ...... ........          0 .... POWER
  90        0 ...... ........          0 .... SWITCH
  91        0 ...... ........          0 .... SPAWN
  92        0 ...... ........          0 .... SPAWN
  93        0 ...... ........          0 .... FLAG_HOME
  94        0 ...... ........          0 .... FLAG_HOME
  95        1 ...... ........        632 .... PICKUP
  96        1 ...... ........        632 .... PICKUP
  97        2 ...... ........      24192 .... Done Loading Mission
==== ========                 ==========      ================================
Mark   Allocs                 TotalBytes      Comment



       Allocs                 TotalBytes      File
     ========                 ==========      ================================
            3 ...... ........       3196 .... es\implementation\x_threads.cpp
            2 ...... ........    4194304 .... entropy\common\e_scratchmem.cpp
           12 ...... ........      50332 .... support\stringmgr\stringmgr.cpp
            1 ...... ........       1416 .... c:\projects\aads\aads\main.cpp
            1 ...... ........         96 .... t\masterserver\masterserver.cpp
            3 ...... ........        508 .... lementation\x_array_private.hpp
            1 ...... ........     147492 .... port\particles\particlepool.cpp
            5 ...... ........       7692 .... t\particles\particlelibrary.cpp
          162 ...... ........      18144 .... \support\shape\shapemanager.cpp
          162 ...... ........    4843920 .... \support\shape\shapebinfile.cpp
            2 ...... ........          2 .... rojects\aads\aads\missionio.cpp
            1 ...... ........       1136 .... rojects\aads\aads\sm_common.cpp
            1 ...... ........    4590280 .... rojects\aads\aads\sm_server.cpp
            4 ...... ........      55842 .... s\support\objects\bot\graph.cpp
            1 ...... ........     383328 .... ort\objects\terrain\terrain.cpp
            8 ...... ........       8256 .... upport\building\buildingobj.cpp
            3 ...... ........        504 .... Support\Building\BldManager.cpp
            3 ...... ........     772888 .... port\building\bldfilesystem.hpp
            8 ...... ........      13536 .... upport\building\bldinstance.cpp
           34 ...... ........      21080 .... pport\objects\scenic\scenic.cpp
            4 ...... ........       4976 .... jects\projectiles\generator.cpp
            4 ...... ........       5392 .... objects\projectiles\station.cpp
            6 ...... ........      11304 .... \objects\projectiles\turret.cpp
            2 ...... ........       2504 .... \objects\projectiles\sensor.cpp
            2 ...... ........       1264 .... ort\objects\pickups\pickups.cpp
            2 ...... ........      24192 .... ort\objects\bot\mai_manager.cpp
     ========                 ==========      ================================
       Allocs                 TotalBytes      File



                                   Value      Summary
                              ==========      ================================
                                   44886 .... Sequence
                                     437 .... Current Count

                                26426070 .... Total Bytes

                                15229120 .... Maximum Bytes
                                15163584 .... Current Bytes

